age,annual_income,loan_amount,interest_rate,term_months,credit_score,num_delinquencies,employment_length,loan_default
43.656604957053176,31921.146006529638,1000.0,10.600993822228153,36,694.1021628582549,0,35.14102162858255,0
27.520190725114055,31265.078619155203,10529.634714650841,14.661892936563847,60,751.929878719929,0,30.71929878719929,1
49.00541434967749,25633.876174172827,1000.0,19.176991533951856,36,562.2183507333051,1,9.822183507333051,0
51.286776596694565,44992.0670002277,18034.21681881599,14.793560176587293,36,657.176147008996,1,12.771761470089961,0
18.0,40836.15393418411,1000.0,11.343884474788158,36,746.3322636303296,0,40.6633226363033,0
24.373845917652183,16394.073078914946,1000.0,16.786783833442065,36,685.2480118674075,0,39.052480118674076,1
41.53408483800742,15902.585775570957,10939.813287812134,9.369364631378815,36,797.3867049661984,0,28.173867049661983,0
36.20508889187701,44906.69746343717,16333.613378149868,20.809503158712037,60,553.9261313450465,2,0.0,1
39.79838610994853,24157.65982000846,13277.354724180961,19.70606048337576,36,544.7998585643094,0,7.647998585643093,0
29.763472869117038,42235.67734453742,1000.0,10.454789171092676,36,741.5749213298175,0,14.615749213298175,0
50.55277569835394,53662.289456762985,8913.96777641708,13.38134426190411,36,749.264577194622,0,21.69264577194622,0
49.33350322514738,19235.7072091423,7350.875525417706,17.07290684610843,36,664.5399994534533,1,34.84539999453453,0
40.79236837073459,17930.014453607055,10587.067395529893,12.499759848189093,36,712.0315520036579,1,34.32031552003658,1
53.526894483616395,83886.1533422187,26225.69229114527,12.358702071859856,36,739.6165582105125,0,11.596165582105124,1
45.61011210702455,43294.695100336496,14636.650816191675,17.549875439204822,36,614.8909435318603,1,3.3489094353186033,0
29.688490445401143,29447.952783247394,2084.818486545916,17.7296019636253,36,623.4521299960561,2,10.434521299960561,1
44.425009408989986,22766.14342150973,12668.510602549828,17.149812085075162,36,695.1780943358909,0,9.15178094335891,0
28.493408790052015,28135.279766799078,5230.663714264163,11.421109885488105,60,752.3271167914976,2,36.72327116791497,0
50.54140361568727,20024.54063190485,8945.59064399317,18.035995728887727,60,586.7234458913613,1,0.0,0
39.400889068164965,56483.6269727707,12522.567018839394,15.17045976504537,36,664.1641894451984,0,33.84164189445198,1
37.781651637456875,24627.633960838026,10513.390695100336,14.168235166645538,60,660.4610694636449,2,25.804610694636448,1
31.828845467152703,62740.80385283342,22423.33169908764,10.87928835788313,60,713.4367284034212,0,4.334367284034212,0
54.67049606408836,29723.270606887243,18770.241033826773,15.028479439687315,60,679.3041303992933,0,27.993041303992932,1
38.145646215174374,21554.177067582346,1000.0,17.337742736292793,60,636.3293132957713,0,22.563293132957714,1
34.86006613404271,29344.171103511493,17003.91388204882,10.8082681882289,36,779.8852624605925,1,0.9988526246059246,1
35.774397394141246,15000.0,1000.0,16.43156429591101,60,636.8594014703344,0,8.568594014703343,0
46.38771022664018,34187.51205105006,9653.637765107333,14.386613383082157,36,656.6322909582838,1,13.766322909582838,0
44.385328772368936,33354.24749605002,18120.333591015406,20.27139609780829,36,552.6801891264302,1,6.7268018912643015,1
44.95279133915186,54850.762835552436,27648.67061723992,17.338391587784226,60,622.9099298523283,1,22.429099298523283,0
45.169852036094596,15000.0,5187.186457331643,13.860894313845408,60,721.286086107124,1,25.41286086107124,1
65.69977121044553,64921.43856544517,19552.66301531274,14.259587737053373,36,705.6481565083888,1,6.256481565083887,1
35.123019803384615,54737.24472619768,4629.7560054527185,13.472270126696143,60,727.9613592052609,1,5.479613592052609,0
33.85308725114155,67915.65060115722,29717.06601088174,15.015028672714093,60,724.0785828756536,0,26.440785828756535,1
30.23472726102547,35370.70846106474,14593.00845527863,8.977610637440668,60,847.0171229036123,0,20.67017122903612,0
47.39175307090595,60291.620952680314,27127.640104869573,17.91406286073969,60,620.1712938042472,1,9.401712938042472,1
53.5476675126507,17402.653656116934,7813.627800375652,17.368388879156953,60,550.4461005252169,1,8.704461005252169,0
38.632630508141496,51871.44798458163,18102.815319210247,19.742014902271123,36,595.9557603142781,0,0.1595576031427811,1
29.918122276449665,24696.544621164514,12962.217830172636,16.604903231527096,60,623.7078531334727,3,34.43707853133473,1
30.106225411705125,15903.573061135801,4893.139623794665,18.036662787945254,36,602.0538450706472,1,33.22053845070647,0
47.80711345389641,20700.84378364914,8421.112478635885,12.590932991278098,60,687.4928678115883,2,22.07492867811588,0
48.91905005444131,36416.07471946812,3509.6590025720825,13.926314590090758,60,780.2123924445617,2,15.002123924445616,0
46.51785121966234,24049.04091371699,11388.680000399941,6.161767398953086,60,803.1727258375931,0,9.231727258375932,1
32.01388351253567,43828.377111873975,15373.3319886522,15.418381469884025,36,720.3446801477284,1,12.403446801477283,1
42.785935876800636,15000.0,1000.0,8.637740849867498,36,850.0,0,38.7,0
41.40022970968874,15000.0,10817.63274115705,13.082453093417357,36,651.4901554746865,1,2.714901554746865,1
42.62426316074816,72127.72012026954,19603.507881127087,23.07865700102887,36,549.398476639806,0,31.69398476639806,1
50.45714533537828,57062.36461158426,13983.895024357435,12.200478412554492,60,764.2542454310535,0,12.842542454310536,0
42.683146585296186,21490.184651609845,13625.84011756855,17.146027349582912,60,532.912448660075,3,8.52912448660075,1
48.146962756862735,36261.07671882647,18875.912517590597,16.582324706017125,60,619.5997581840156,1,32.395997581840156,0
40.810948833866696,60460.98319443991,19538.565543555545,13.937412992049566,36,721.6089785938237,0,39.41608978593824,0
43.46943278427981,44783.73543437828,18701.200677459194,17.69747750792655,60,671.8094815960975,1,39.91809481596098,1
47.575458710062485,39109.14273157819,20662.19470300516,14.797176619339998,60,664.7237789702796,3,9.847237789702795,0
22.514130161732,62791.62857697765,13046.985190424317,14.608161880928577,60,585.5367973743995,1,23.055367973743994,0
36.16394540371238,25201.12114521594,14442.14614823021,17.02309857345453,36,679.135808845333,0,10.99135808845333,1
34.35552814848646,36886.06898018814,12117.360584840608,12.335583274088428,60,760.2929990990233,1,7.802929990990233,0
32.3334658210799,35992.853392415054,15906.04891841842,11.387271777080088,36,681.5974333228816,1,15.015974333228815,0
36.69829298527979,31685.643668519228,14843.379334124318,17.970767031852606,36,613.5819296287151,1,1.3358192962871511,1
57.93929573481275,29884.56018662583,6573.711614577026,19.464972786714124,60,580.1969231522136,1,5.001969231522136,1
29.610026611681082,37663.024848510126,9599.876289983895,16.903628195353672,60,615.2324333635537,2,23.352324333635536,1
51.61934025509777,36945.67051239268,17584.73728865108,12.303607851972538,36,711.3867001931487,1,28.313867001931488,1
19.80556274061034,21499.52624448483,1488.7244023673902,12.785875770953666,60,707.4881809887768,1,11.274881809887768,0
35.9813796401707,54225.03357912086,22464.744467245182,16.873592026420756,60,615.9594319523464,1,21.359594319523463,0
41.95303678126007,22288.082467920816,7665.484305730388,22.4065107743967,60,503.13924624143533,0,29.23139246241435,1
47.03466797631134,32561.415010525798,9031.180123117758,14.63849904859492,36,713.6010210937732,0,36.33601021093773,1
48.53471895751426,31330.889148421596,13891.544879219291,14.450916453590295,36,608.1834080819799,0,22.2818340808198,0
